pleiades_id,en,zh,source,note
# 中文译名对照表 / Chinese place-name table
#
# 用法：每行一个地点。pleiades_id 为准，en 仅供人工核对。
#   pleiades_id  Pleiades 地名 id（地图以此为准，必填）
#   en           英文/拉丁转写（人工核对用，程序不依赖）
#   zh           中文译名（可用 / 分隔多个异译，第一个为首选）
#   source       译名来源，例如：徐松岩《历史》索引 / 徐松岩《伯罗奔尼撒战争史》 /
#                徐松岩《希腊史》 / 通用 / 待核
#   note         备注，可留空
#
# 以 # 开头的行会被忽略。source 留空或标「待核」的条目会在运行时提示。
#
# 内容：Pleiades id 与中文地名的对照。译名取自徐松岩译本索引（事实性对应），
# 不包含译本正文或注释文字。Wikidata 行为 CC0。
874645,Phasis (river),法希斯,徐松岩《历史》2018修订本索引,在科尔基斯
540987,Orchomenos/Orchomenus (Boeotia),奥科麦努斯,徐松岩《历史》2018修订本索引,（1）在阿卡底亚
541096,Sepias,塞匹业斯,徐松岩《历史》2018修订本索引,
462538,Zancle/Messana,赞克列,徐松岩《历史》2018修订本索引,
550469,Atarneus,阿塔纽斯,徐松岩《历史》2018修订本索引,在美西亚(Mysia)
550784,Olympos,奥林波斯,徐松岩《历史》2018修订本索引,
550584,Hyllos (river),海鲁斯,徐松岩《历史》2018修订本索引,（2）河流，在吕底亚，赫尔姆斯河的支流
619235,Parnassos,帕纳苏斯,徐松岩《历史》2018修订本索引,山脉
961891,Branchidai,布兰齐代,徐松岩《历史》2018修订本索引,
530873,Euripos?,攸利浦斯,徐松岩《历史》2018修订本索引,海峡，波奥提亚和优波亚之间的狭长水道
897772,Gyndes (river),金德斯,徐松岩《历史》2018修订本索引,底格里斯河的一条支流
570480,Messenia,美塞尼亚,徐松岩《历史》2018修订本索引,在伯罗奔尼撒
491696,Pieria,皮埃里亚,徐松岩《历史》2018修订本索引,马其顿的一个地区 皮埃里亚的沥青
589913,Lindos,林都斯,徐松岩《历史》2018修订本索引,在埃吉那 在利比亚
638967,Lycus (river),吕库斯,徐松岩《历史》2018修订本索引,(3)河流
599794,Melas?,麦拉斯,徐松岩《历史》2018修订本索引,(1)麦拉斯湾
599867,Paros (settlement),帕洛斯,徐松岩《历史》2018修订本索引,岛屿，位于基克拉底斯群岛，:
599883,Phoinix,菲尼克斯,徐松岩《历史》2018修订本索引,河流，在特拉齐斯
501620,Skione,斯基奥涅,徐松岩《历史》2018修订本索引,城市，在帕列涅 斯基奥涅人
540642,Antikyra,安提库拉,徐松岩《历史》2018修订本索引,城镇，在马里斯 安提库拉人
501498,Linos,林努斯,徐松岩《历史》2018修订本索引,
540831,Hysiai,海希埃,徐松岩《历史》2018修订本索引,阿提卡边境地带一村镇
226712,Panticapes? (river),潘提卡佩斯,徐松岩《历史》2018修订本索引,斯基泰一河流
501599,Sane/Ouranopolis,萨涅,徐松岩《历史》2018修订本索引,(1)城镇，在阿索斯附近
550951,Xanthos (river),克桑苏斯,徐松岩《历史》2018修订本索引,吕基亚一城市
599988,Triopion,特里奥皮昂,徐松岩《历史》2018修订本索引,
530849,Dryopis,德里奥皮斯,徐松岩《历史》2018修订本索引,伯罗奔尼撒的多利斯人的故乡
550819,Phanai,法涅斯,徐松岩《历史》2018修订本索引,
978383930,Assesos,阿塞苏斯,徐松岩《历史》2018修订本索引,城镇，在米利都境内 雅典娜
727103,Daphnai,达弗奈,徐松岩《历史》2018修订本索引,城镇，在埃及
501579,Prasias (lake),普拉西亚斯,徐松岩《历史》2018修订本索引,湖的鱼
599746,Lade (island),拉德,徐松岩《历史》2018修订本索引,岛屿，在米利都附近，伊奥尼亚舰队总部所在地
344428,Macae,马凯人,徐松岩《历史》2018修订本索引,利比亚滨海一部落
550713,Malea,马利亚,徐松岩《历史》2018修订本索引,海角，在伯罗奔尼撒最南端
599789,Marsyas (river),玛尔叙亚斯,徐松岩《历史》2018修订本索引,(2）河流，在卡里亚
481955,Pelion,培里昂,徐松岩《历史》2018修订本索引,山，在色萨利东部
452450,Siris,西里斯,徐松岩《历史》2018修订本索引,（1）城镇，在意大利，：
590046,Sikinos (settlement),西金努斯,徐松岩《历史》2018修订本索引,泰米斯托克利的仆人
599586,Delion,德里昂,徐松岩《历史》2018修订本索引,在阿拜，:“Ptoan”阿波罗 阿波罗神谕在埃及
373742,Augila,奥吉拉,徐松岩《历史》2018修订本索引,在利比亚
579879,Brauron/sanctuary of Artemis Brauronia,布劳隆,徐松岩《历史》2018修订本索引,在阿提卡
511294,Kontadesdos (river),康塔德斯都斯,徐松岩《历史》2018修订本索引,河流，在色雷斯
501399,Dikaia,狄凯亚,徐松岩《历史》2018修订本索引,城镇，在色雷斯
579923,Erasinos (river),爱拉辛努斯,徐松岩《历史》2018修订本索引,阿尔戈斯的一条河流
373786,Euesperides,埃维斯柏里德,徐松岩《历史》2018修订本索引,城镇，在利比亚，：
216830,Haemus (mountain range),海姆斯,徐松岩《历史》2018修订本索引,山脉，在色雷斯
540820,Hyampolis,海安波里斯,徐松岩《历史》2018修订本索引,佛基斯的城镇
599661,Hyria (Naxos),海里亚,徐松岩《历史》2018修订本索引,城镇，在意大利
589914,Lissos,利苏斯,徐松岩《历史》2018修订本索引,河流，在色雷斯
501507,Maroneia,马隆内亚,徐松岩《历史》2018修订本索引,希腊人的城镇，在色雷斯
550738,Methymna,麦提姆那,徐松岩《历史》2018修订本索引,在列斯堡 阿里昂
727165,Momemphis,摩门菲斯,徐松岩《历史》2018修订本索引,埃及一城市
550756,Myrina/Sebastopolis,密林纳,徐松岩《历史》2018修订本索引,（2）城市，在利姆诺斯，被米太雅德攻下
599823,Neapolis/Aurelia Neapolis,尼阿波利斯,徐松岩《历史》2018修订本索引,（1）上埃及一城市，意为“新城”
570510,Nonakris,诺纳克里斯,徐松岩《历史》2018修订本索引,阿卡底亚一城市
707586,(Nea) Paphos,帕佛斯,徐松岩《历史》2018修订本索引,城市，在塞浦路斯
550833,Pitane,皮塔涅,徐松岩《历史》2018修订本索引,（1）埃奥利斯人的城市，在美西亚
550839,Polichne,波里克涅,徐松岩《历史》2018修订本索引,在开俄斯，希斯提埃乌斯的一个要塞
590011,Praisos,普莱苏斯,徐松岩《历史》2018修订本索引,在克里特，普莱苏斯人
550871,Scamander (river),斯卡曼达,徐松岩《历史》2018修订本索引,河流，在特洛亚斯 斯卡普特-
373746,Aziris,阿齐利斯,徐松岩《历史》2018修订本索引,利比亚的一个地方
579992,Korydallos,科里达卢斯,徐松岩《历史》2018修订本索引,安提库拉的科里达卢斯
550547,Gergis,戈尔吉斯,徐松岩《历史》2018修订本索引,波斯将领
629083,Skylax (river),斯基拉克斯,徐松岩《历史》2018修订本索引,卡利安达的斯基拉克斯
501358,Argilos,阿吉鲁斯,徐松岩《历史》2018修订本索引,城镇
550455,Arisba,阿里斯巴,徐松岩《历史》2018修订本索引,列斯堡（Lesbos）的一个城镇
570124,Asine,阿辛,徐松岩《历史》2018修订本索引,城镇，在拉哥尼亚
501382,Briantike,布里安提克,徐松岩《历史》2018修订本索引,色雷斯的滨海地区
501469,Kleonai,克列奥奈,徐松岩《历史》2018修订本索引,城镇，在阿索斯
501473,Koinyra,科埃尼拉,徐松岩《历史》2018修订本索引,在塔索斯
472063,Corsica/Kyrnos (island),科西嘉,徐松岩《历史》2018修订本索引,岛屿 科西嘉人
540886,Krannon/Ephyra,克兰农,徐松岩《历史》2018修订本索引,在色萨利
540723,Daulis,达乌利斯,徐松岩《历史》2018修订本索引,在佛基斯
501400,Dion,狄昂,徐松岩《历史》2018修订本索引,城镇，在阿索斯
570205,Dyme,狄米,徐松岩《历史》2018修订本索引,阿凯亚人的一个城镇
540755,Elateia,爱拉泰亚,徐松岩《历史》2018修订本索引,佛基斯一城镇
540769,Erineos,埃里涅乌斯,徐松岩《历史》2018修订本索引,多利斯的一个城镇
540770,Erochos,爱罗库斯,徐松岩《历史》2018修订本索引,佛基斯的一个城镇
570258,Geraistos,格莱斯图,徐松岩《历史》2018修订本索引,城镇，在优波亚岛南端
540791,Glisas,格里萨斯,徐松岩《历史》2018修订本索引,河流，在波奥提亚
589815,Ialysos,伊阿里苏斯,徐松岩《历史》2018修订本索引,城镇，在罗德岛
491619,Ichnai,伊克奈,徐松岩《历史》2018修订本索引,城镇，在马其顿，靠近沿海
452361,Laos/Lavinium?,劳斯,徐松岩《历史》2018修订本索引,
540907,Lebadeia,列巴迪亚,徐松岩《历史》2018修订本索引,城镇，在马其顿
570423,Lepreon,列普里昂,徐松岩《历史》2018修订本索引,城镇，在爱利斯
599763,Leros,列洛斯,徐松岩《历史》2018修订本索引,岛屿，在米利都附近
599768,Lide (mountain),利德,徐松岩《历史》2018修订本索引,山，在卡里亚
570453,Makistos,马吉斯图斯,徐松岩《历史》2018修订本索引,米尼亚人的一个城镇
462295,Maktorion?,马克托里昂,徐松岩《历史》2018修订本索引,城镇，在革拉附近
550714,Malene,玛伦涅,徐松岩《历史》2018修订本索引,在美西亚的阿塔纽斯
148127,Massalia/Massilia,马赛利亚,徐松岩《历史》2018修订本索引,希腊殖民城市
491660,Mekyberna,麦吉伯纳,徐松岩《历史》2018修订本索引,城镇，位于卡尔基狄克半岛
501515,Mende,门德,徐松岩《历史》2018修订本索引,城镇，在卡尔基狄克的帕列涅
599800,Minoa,米诺亚,徐松岩《历史》2018修订本索引,塞林努斯人的殖民地，在西西里
570501,Nauplia,纳乌普利亚,徐松岩《历史》2018修订本索引,城镇，在阿尔戈利斯
570508,Nisaia,尼赛亚,徐松岩《历史》2018修订本索引,麦加拉的港口
599829,Nisyros (settlement),尼叙鲁斯,徐松岩《历史》2018修订本索引,岛屿，在科斯岛以南。尼叙鲁斯人
599836,Oinoe,奥耶诺伊,徐松岩《历史》2018修订本索引,阿提卡的北部的一个村镇，被波奥提亚人攻占
639016,Olbia,奥尔比亚,徐松岩《历史》2018修订本索引,黑海沿岸一个港口，当地人自称为奥尔比亚公民
570528,Olenos,奥伦努斯,徐松岩《历史》2018修订本索引,阿凯亚人的城市
501535,Olophyxos,奥罗菲克苏斯,徐松岩《历史》2018修订本索引,城镇，在阿索斯
550804,Parthenion,帕森尼昂,徐松岩《历史》2018修订本索引,
570576,Pellene,培林尼,徐松岩《历史》2018修订本索引,阿凯亚人的城市
589984,Pergamos?,伯伽姆斯,徐松岩《历史》2018修订本索引,皮埃里亚人（Pierians）的要塞
501559,Phagres,法格列斯,徐松岩《历史》2018修订本索引,皮埃里亚人的要塞，在色雷斯
541040,Pharai?,法雷斯,徐松岩《历史》2018修订本索引,阿凯亚人的城市
570595,Pheneos,芬纽斯,徐松岩《历史》2018修订本索引,城镇，在阿卡底亚
501567,Piloros,皮罗鲁斯,徐松岩《历史》2018修订本索引,城镇，在卡尔基狄克半岛，阿索斯以西，濒临辛古斯湾
511366,Plakia,普拉吉亚,徐松岩《历史》2018修订本索引,城镇，在赫勒斯滂，：普拉吉亚人
727205,Plinthine,普林辛涅,徐松岩《历史》2018修订本索引,普林辛涅海湾，在埃及沿海，距亚历山大里亚不远
570622,Pogon,波贡,徐松岩《历史》2018修订本索引,特洛伊曾的港口
531080,Pyrgos (Kefalonia),皮尔古斯,徐松岩《历史》2018修订本索引,米尼亚人的城镇
501595,Sale,萨列,徐松岩《历史》2018修订本索引,萨莫色雷斯人的要塞，在多利斯库斯附近
501603,Sarte,萨尔特,徐松岩《历史》2018修订本索引,城镇，在卡尔基狄克
452452,Skidros,斯基德鲁斯,徐松岩《历史》2018修订本索引,叙巴利斯一城镇
541106,Skolos,斯科鲁斯,徐松岩《历史》2018修订本索引,在波奥提亚，底比斯附近
511419,Skylake,斯库拉凯,徐松岩《历史》2018修订本索引,城镇，在赫勒斯滂
727227,Sebennytos,塞本尼图斯,徐松岩《历史》2018修订本索引,在埃及尼罗河三角洲 尼罗河的塞本尼图斯河口
491717,Sindos,辛都斯,徐松岩《历史》2018修订本索引,城镇，在塞尔迈湾
501613,Singos,辛古斯,徐松岩《历史》2018修订本索引,城镇，位于卡尔基狄克半岛，在阿索斯以西，辛古斯湾
541152,Tithorea/Neon,提索列亚,徐松岩《历史》2018修订本索引,帕纳苏斯山的最高峰
857359,Trapezus,特拉佩佐斯,徐松岩《历史》2018修订本索引,阿卡底亚一城市
501667,Zone,佐涅,徐松岩《历史》2018修订本索引,萨莫色雷斯人一城镇
59688,Aparytai,阿帕里泰,徐松岩《历史》2018修订本索引,波斯帝国东部一部族，隶属于波斯帝国第七省区
727078,Athribis (Lower Egypt),阿特利比斯,徐松岩《历史》2018修订本索引,埃及的一个诺姆
373744,Auschisai?,奥斯齐塞人,徐松岩《历史》2018修订本索引,利比亚一部族，.172
540811,(H)Ellopia (Euboea),爱洛匹亚,徐松岩《历史》2018修订本索引,参见赫洛匹亚（Hellopia）
540824,Hylai,海雷斯,徐松岩《历史》2018修订本索引,多利斯人的一个部落
727196,Pharbaithos,法拜苏斯,徐松岩《历史》2018修订本索引,埃及的一个诺姆
550826,Phrikonis,弗里科尼斯,徐松岩《历史》2018修订本索引,即库麦（Cyme）
599940,Skolopoeis,斯科洛佩斯,徐松岩《历史》2018修订本索引,米卡列的一个地方
